customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,unlimited_data,churn
1248,5,22.42402590223897,5878.441259598728,Month-to-month,Bank transfer,Yes,Male,0,Yes,No,No,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,1
1249,54,82.50194541681041,7830.911037912567,Month-to-month,Bank transfer,Yes,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,Yes,No,0
1250,47,45.256855913768696,1021.976777499494,Two year,Bank transfer,Yes,Female,0,No,No,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No,No,0
1251,49,86.89537100682745,3510.487338265113,One year,Bank transfer,No,Female,0,Yes,No,No,Yes,DSL,No,No,No internet service,No,No,No,No,0
1252,9,94.70084995969593,591.9143732672055,One year,Mailed check,Yes,Female,0,No,Yes,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,No,0
1253,20,111.59277461037811,6234.602347889239,Month-to-month,Bank transfer,No,Male,1,Yes,No,Yes,No phone service,No,No internet service,No,No,No internet service,No,Yes,No internet service,1
1254,61,115.8122795479613,7594.798854165186,Month-to-month,Electronic check,No,Male,1,No,Yes,Yes,No phone service,No,Yes,No internet service,Yes,No,Yes,No internet service,Yes,0
1255,35,21.052604630970144,4042.053820170799,One year,Electronic check,No,Female,1,Yes,No,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,Yes,0
1256,50,119.03742093546374,3335.2170633554947,Two year,Credit card,Yes,Female,0,No,No,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Yes,0
1257,62,88.30183184941609,7270.980283679116,Two year,Mailed check,Yes,Female,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,Yes,No,0
1258,17,84.35241603741892,1153.768275605221,One year,Credit card,No,Male,0,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No internet service,0
1259,3,21.521309519535542,7143.5160606527015,Two year,Credit card,No,Female,1,No,Yes,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,No internet service,0
1260,32,106.12334118867375,3197.7954221308028,Two year,Bank transfer,Yes,Male,1,No,No,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Yes,0
1261,13,34.549144724782636,4519.310657627389,One year,Electronic check,No,Male,1,Yes,No,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,No internet service,0
1262,68,103.7330153933041,4273.507630513642,Two year,Electronic check,Yes,Female,1,No,No,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes,No internet service,0
1263,14,21.5562546258716,4966.235477842516,Month-to-month,Bank transfer,No,Female,1,No,No,No,Yes,No,No internet service,No,No,No,No internet service,No,No internet service,0
1264,11,84.59642624991614,7542.774178684282,One year,Bank transfer,Yes,Female,1,No,Yes,No,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Yes,0
1265,56,63.48015337698278,7613.903554912284,Month-to-month,Mailed check,Yes,Female,0,No,No,No,No,DSL,Yes,No internet service,No internet service,No internet service,No,No,No internet service,0
1266,67,40.07667290593351,6666.071310593115,One year,Electronic check,Yes,Female,0,Yes,Yes,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,No,0
1267,29,30.756139177043412,1613.1982085986153,Month-to-month,Credit card,Yes,Female,1,No,Yes,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,No,0
1268,9,64.01276965463265,2734.778962668829,Two year,Credit card,No,Male,1,Yes,No,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,No internet service,0
1269,67,32.33058053214248,3953.8163170109033,Month-to-month,Mailed check,Yes,Female,0,No,No,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,No,0
1270,25,68.64466116910475,7253.141421011287,Month-to-month,Electronic check,No,Female,1,Yes,No,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,No,0
1271,42,82.52170586528523,4214.832108385074,Month-to-month,Bank transfer,Yes,Male,0,No,No,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,No,0
1272,9,102.73841936073582,7821.741750883503,Month-to-month,Credit card,Yes,Male,1,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,No,1
1273,40,87.86494371828667,7872.345256186805,Month-to-month,Electronic check,No,Male,1,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,No,0
1274,25,26.519976670615044,4828.815649757563,One year,Electronic check,Yes,Female,1,Yes,No,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,No internet service,0
1275,5,50.743253254783724,7032.2131824277085,Month-to-month,Electronic check,No,Male,1,No,No,No,No,No,No,Yes,Yes,No internet service,Yes,Yes,No internet service,1
1276,11,48.79786079325004,7993.859424988801,Month-to-month,Bank transfer,No,Male,0,No,No,No,No phone service,No,No,Yes,No,No,No,No,No,0
1277,59,111.50324234710843,6812.760492367635,One year,Credit card,Yes,Female,0,No,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Yes,0
1278,38,106.77820443927635,5289.597004171411,One year,Bank transfer,No,Female,1,No,No,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No,Yes,0
1279,72,57.01479183504169,6776.55485161191,Two year,Electronic check,No,Male,0,Yes,Yes,No,No phone service,DSL,No,No,Yes,Yes,Yes,No internet service,No internet service,0
1280,5,27.11552558825811,752.9749881395865,Month-to-month,Electronic check,Yes,Female,1,No,Yes,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,No,1
1281,48,109.41073178047334,5115.088408485731,Month-to-month,Credit card,No,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,No internet service,1
1282,18,108.81899529641872,1810.5240546565403,Two year,Credit card,No,Female,0,No,Yes,No,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,0
1283,70,105.47461320307251,1016.9028401403249,Month-to-month,Bank transfer,Yes,Male,1,Yes,Yes,No,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,0
1284,37,104.50816377355017,7153.682893392004,Two year,Bank transfer,No,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Yes,0
1285,60,68.02540010861547,5153.195055688625,One year,Bank transfer,Yes,Female,1,Yes,No,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,0
1286,48,37.743165224959824,2024.0177127831973,Month-to-month,Electronic check,No,Male,0,No,No,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,No,0
1287,28,67.74880504624278,3155.580152147174,Month-to-month,Credit card,Yes,Male,1,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,No internet service,0
1288,69,69.45977706694649,7788.8847082917955,One year,Mailed check,No,Male,0,Yes,No,No,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,No,0
1289,40,68.99317532448607,6911.238217749066,Month-to-month,Credit card,No,Male,1,No,No,Yes,No phone service,No,No,Yes,Yes,Yes,No,No,No internet service,0
1290,45,73.87725861151162,223.0961844540762,One year,Credit card,Yes,Female,0,No,No,No,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,No,0
1291,62,45.76570229911551,7840.4278615455205,One year,Credit card,No,Female,1,Yes,Yes,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Yes,0
1292,58,56.624118113361504,3011.382839437013,Two year,Mailed check,Yes,Female,1,No,No,No,Yes,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Yes,0
1293,67,63.41865919634695,5593.803511288806,One year,Bank transfer,No,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Yes,0
1294,56,33.112120951649985,5730.144860412629,Two year,Mailed check,Yes,Female,0,No,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No,No,0
1295,40,65.53641345615006,7302.3070420855165,One year,Credit card,Yes,Female,0,Yes,No,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,No,Yes,0
1296,40,101.0469617069593,7091.980922008555,Two year,Credit card,No,Female,1,No,Yes,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,No,0
1297,33,102.80595427328763,2325.663772452321,Two year,Electronic check,Yes,Male,1,Yes,No,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,No internet service,0
1298,6,61.15637719010303,5183.930278457274,Two year,Credit card,Yes,Female,0,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,No,1
1299,19,71.88083120843535,3210.2728411391354,Two year,Mailed check,No,Female,0,No,No,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Yes,0
1300,40,23.365033213505665,4251.795518031786,Month-to-month,Mailed check,No,Male,0,No,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,No,No,0
1301,59,87.44325564685968,4481.960350936019,One year,Mailed check,Yes,Female,1,No,Yes,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,No,0
1302,59,60.4605882946863,3231.1132220651903,One year,Bank transfer,Yes,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,No,0
1303,48,64.54776830833458,3764.762761479371,One year,Electronic check,Yes,Male,1,No,Yes,No,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,0
1304,41,107.36727271797648,1745.9039165759884,One year,Bank transfer,No,Female,1,Yes,No,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No,Yes,0
1305,13,66.18344345606084,4900.406427765627,Two year,Mailed check,Yes,Male,1,Yes,No,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,No,0
1306,45,22.119224622785275,6095.78254199781,Month-to-month,Bank transfer,Yes,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,No internet service,0
1307,53,42.74908908690624,3494.955512573869,One year,Electronic check,Yes,Male,1,Yes,Yes,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Yes,0
1308,42,67.5620614308259,7823.672696812143,One year,Electronic check,No,Male,1,Yes,No,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,No,0
1309,63,62.43962927485357,552.0886185506016,One year,Electronic check,Yes,Female,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,No internet service,Yes,Yes,0
1310,27,106.03701372804807,4754.369385802995,Two year,Electronic check,Yes,Female,1,Yes,No,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Yes,0
1311,38,74.21375093061667,4710.44611020572,One year,Mailed check,No,Male,1,No,No,No,No,No,No internet service,Yes,No,No internet service,No,Yes,No internet service,0
1312,60,88.9635741915121,386.74059944492063,One year,Credit card,Yes,Male,0,Yes,No,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Yes,0
1313,7,66.93232970434701,1874.1043619421305,Month-to-month,Mailed check,No,Female,0,No,No,No,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,No,1
1314,5,63.965573405916494,7253.786410831567,Two year,Mailed check,Yes,Female,1,No,No,Yes,No,DSL,No internet service,No,No,No internet service,No,No,No,0
1315,45,64.62866684743513,4401.660952412789,Month-to-month,Mailed check,No,Male,0,No,No,No,No phone service,DSL,No internet service,No,No,Yes,Yes,No,No internet service,0
1316,58,61.092156969383886,3547.448412246256,One year,Mailed check,No,Female,0,Yes,No,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Yes,0
1317,31,73.85833858542034,3382.421919741027,Two year,Bank transfer,Yes,Male,0,No,Yes,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No,No,0
1318,23,45.04434017536037,7116.470572958863,One year,Electronic check,Yes,Female,1,No,No,No,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,No,0
1319,42,109.10551938418209,2999.546287410528,One year,Credit card,No,Female,1,No,No,No,No,No,Yes,No,No,No,No,No,Yes,0
1320,10,53.30855480938729,6887.418212377436,Two year,Credit card,No,Male,0,Yes,No,No,No,DSL,Yes,No,Yes,Yes,No,No,No,0
1321,32,34.752383417734684,2542.6215345446567,Month-to-month,Credit card,Yes,Female,1,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No internet service,0
1322,53,29.655047859774513,4298.881477572463,Two year,Mailed check,Yes,Male,1,No,No,Yes,No,No,Yes,No internet service,Yes,No,No,Yes,Yes,0
1323,30,21.34229151201276,1236.1761793336796,Two year,Electronic check,No,Male,1,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,No internet service,0
1324,39,62.28560785668615,6617.739466723212,Month-to-month,Electronic check,Yes,Male,1,No,No,No,No,No,No internet service,No,No internet service,No,No internet service,No,Yes,0
1325,31,38.76109885454247,5914.20148093814,Two year,Credit card,Yes,Male,0,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Yes,0
1326,2,22.164790258724793,4287.735201450655,Month-to-month,Credit card,Yes,Female,0,Yes,Yes,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,No,1
1327,12,72.00195462895238,304.62032908388505,Month-to-month,Mailed check,Yes,Female,0,No,No,Yes,No,No,No internet service,No,Yes,Yes,Yes,Yes,No internet service,0
1328,39,87.99785486507615,3901.932921674677,Two year,Credit card,No,Male,0,No,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No,Yes,Yes,0
1329,66,28.575105091110437,1879.05257297945,Two year,Mailed check,Yes,Female,1,No,Yes,No,No,No,No internet service,Yes,No,No,No,Yes,No internet service,0
1330,13,66.09207729196596,3365.6569374126534,Month-to-month,Credit card,Yes,Female,1,Yes,Yes,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,No,0
1331,46,94.36286786007467,6865.7692619832915,Month-to-month,Electronic check,No,Female,1,No,Yes,No,No,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,0
1332,27,118.58068210084251,6179.86611227079,Month-to-month,Electronic check,No,Female,1,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,No,No,No internet service,0
1333,17,86.71903446425608,2011.4279851100177,Month-to-month,Electronic check,Yes,Female,1,Yes,No,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Yes,1
1334,60,44.48395508095206,7881.132120111849,Month-to-month,Bank transfer,Yes,Female,1,No,Yes,No,No,DSL,No,Yes,Yes,No internet service,No internet service,No,No,0
1335,64,91.65536397789995,7235.362999694696,Two year,Credit card,No,Male,1,No,No,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,No internet service,0
1336,35,79.79294268198299,4276.520200756755,One year,Bank transfer,Yes,Female,1,Yes,Yes,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Yes,0
1337,70,41.179928858154774,4288.187530274515,Two year,Electronic check,No,Female,1,No,Yes,No,No phone service,No,No internet service,No,Yes,Yes,Yes,Yes,Yes,0
1338,30,105.11108258475547,7220.001123526089,One year,Credit card,Yes,Male,1,No,Yes,No,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,No,0
1339,71,62.740442722760086,5125.543986669933,Month-to-month,Bank transfer,Yes,Male,0,Yes,Yes,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No,No,0
1340,63,116.19776547341259,4339.838453715906,Two year,Electronic check,Yes,Male,0,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Yes,0
1341,28,92.2901007447778,6018.273337079341,One year,Electronic check,Yes,Female,1,Yes,No,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,No,0
1342,60,84.45631546318221,1957.267210638943,Month-to-month,Credit card,Yes,Male,1,Yes,Yes,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,No,1
1343,37,92.83528374765619,7039.181615595236,Two year,Credit card,Yes,Male,1,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,No internet service,0
1344,22,67.80970188182215,4298.180399223629,One year,Mailed check,No,Female,0,No,Yes,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,No,0
1345,68,70.5226477801674,4867.644430276437,Two year,Credit card,Yes,Male,1,No,Yes,No,No,No,No,No,Yes,No,Yes,No internet service,No,0
1346,20,105.12073854447439,810.5565829131925,One year,Electronic check,Yes,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,No internet service,0
1347,68,88.09285366435029,2545.1207742216297,Two year,Mailed check,Yes,Female,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
1348,64,109.72433251916418,3471.209159709547,Two year,Mailed check,Yes,Female,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,0
1349,17,109.08267535742685,3369.885235144554,One year,Credit card,No,Female,1,No,No,No,No,Fiber optic,Yes,No,Yes,No,No internet service,No,No,0
1350,12,117.64900340442492,6248.446492809817,Two year,Electronic check,No,Female,0,Yes,Yes,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,0
1351,22,90.02146588453341,2330.346940171063,Two year,Bank transfer,Yes,Female,1,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No internet service,No,No internet service,0
1352,17,70.23017176617421,1538.6631725102216,Month-to-month,Electronic check,Yes,Female,0,Yes,Yes,No,No,Fiber optic,No internet service,No internet service,No,No,No,No,Yes,0
1353,10,36.631170020908236,4702.6762865518,One year,Electronic check,No,Female,1,No,No,No,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,0
1354,65,90.53805596474173,4958.617381099952,Two year,Credit card,Yes,Male,1,Yes,Yes,No,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No,No,0
1355,22,49.157771675993075,1060.5081259813028,One year,Bank transfer,Yes,Male,1,Yes,No,No,No,DSL,No internet service,No,Yes,No,Yes,No,No,0
1356,50,48.29475680373312,119.50117358936832,Two year,Mailed check,No,Female,0,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,0
1357,14,43.828777644806806,7349.427732172685,One year,Bank transfer,No,Female,0,No,No,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,No internet service,0
1358,64,107.51220573514502,729.132277195339,One year,Credit card,Yes,Female,0,Yes,Yes,No,Yes,Fiber optic,No,No internet service,No,No,No,No,No internet service,0
1359,47,106.79644466821583,7193.148762341802,Month-to-month,Electronic check,Yes,Female,0,No,Yes,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,No internet service,No internet service,1
1360,29,83.09704448700582,3253.7975076526477,Month-to-month,Electronic check,No,Female,1,Yes,No,No,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Yes,1
1361,36,67.2980981370736,5259.14167316103,One year,Bank transfer,No,Male,1,Yes,No,No,No,No,No,No internet service,No,No internet service,Yes,No,Yes,0
1362,52,87.21144600987991,1566.3560565805303,Two year,Bank transfer,Yes,Male,1,No,No,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,Yes,Yes,0
1363,7,80.72294502983907,6608.944519837164,One year,Credit card,Yes,Female,0,No,No,Yes,Yes,No,No internet service,Yes,Yes,No,No,No internet service,No,0
1364,29,61.57342483233874,1523.5277565090068,Two year,Bank transfer,No,Male,1,Yes,Yes,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,No internet service,Yes,0
1365,11,57.963086748563434,3153.422271687763,One year,Credit card,Yes,Male,0,No,Yes,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No,No internet service,0
1366,33,58.27943081453502,1980.4036578985283,Month-to-month,Mailed check,No,Female,0,No,No,No,No,No,No internet service,Yes,Yes,Yes,Yes,Yes,No internet service,0
1367,6,78.91334031560382,6716.297065726801,Month-to-month,Bank transfer,No,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,No internet service,1
1368,32,84.76693561208259,6880.852927826148,Two year,Electronic check,No,Female,1,No,No,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
1369,51,65.17417535154419,3039.028226024827,One year,Bank transfer,Yes,Male,0,Yes,No,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,Yes,0
1370,58,116.8691450213043,2528.2899209337616,Two year,Electronic check,No,Female,0,No,Yes,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,No,0
1371,26,28.384571800448104,6211.166464041805,Month-to-month,Mailed check,No,Female,0,No,No,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,0
1372,46,54.704702595377704,7040.244577308884,One year,Mailed check,Yes,Female,0,No,No,Yes,No,No,No internet service,Yes,Yes,Yes,No,Yes,No internet service,0
1373,29,61.9074683125441,5029.757953501105,Month-to-month,Bank transfer,No,Male,0,No,Yes,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,No internet service,0
1374,4,21.692134346494313,7426.489038259916,Month-to-month,Credit card,No,Male,1,No,No,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Yes,1
1375,13,56.49571876682251,3126.0461215156606,One year,Electronic check,Yes,Female,0,No,Yes,No,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,No,0
1376,39,47.370991717284255,1299.9025759371618,Two year,Mailed check,No,Female,0,Yes,No,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No,No,0
1377,15,70.60362702274807,1519.1795603046266,One year,Bank transfer,Yes,Male,0,Yes,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,No,No,0
1378,29,53.64105471832693,5391.672423148038,Month-to-month,Mailed check,Yes,Male,0,No,No,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,No internet service,0
1379,29,92.61821349464613,3319.4587423210705,Month-to-month,Bank transfer,No,Female,1,No,Yes,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Yes,0
1380,32,70.99324954076485,1334.8853269003598,Month-to-month,Electronic check,No,Female,0,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,No,0
1381,2,32.97622334962644,2408.5921537385025,Month-to-month,Bank transfer,No,Male,1,No,Yes,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,No internet service,1
1382,47,95.00613241443472,4291.780069058714,Two year,Electronic check,No,Male,0,No,No,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Yes,0
1383,22,29.92288960826766,1059.4176090008777,One year,Mailed check,No,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,No,0
1384,27,103.90491680793573,127.19574166083689,One year,Electronic check,Yes,Male,0,No,No,No,No,Fiber optic,No,Yes,No internet service,No,Yes,No,No internet service,0
1385,67,113.14221940862194,7346.65457521534,Two year,Electronic check,Yes,Male,1,Yes,Yes,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,No,0
1386,56,52.24452901848539,2508.4034071468773,Two year,Credit card,No,Female,1,Yes,Yes,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,No,0
1387,21,112.61426332629308,1849.8353482095918,Month-to-month,Mailed check,No,Female,0,No,Yes,No,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Yes,0
1388,47,99.30081591225382,5617.998396852691,One year,Electronic check,Yes,Female,1,Yes,No,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,No,0
1389,59,112.243561100377,6841.881505228938,One year,Credit card,No,Male,1,Yes,No,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,Yes,0
1390,6,86.62701369208477,5095.002262013841,One year,Credit card,No,Female,1,Yes,Yes,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,No,1
1391,19,43.564403942142185,2110.4137573783996,Two year,Electronic check,No,Female,0,Yes,Yes,No,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,No,0
1392,57,109.45232369109726,6906.929324499039,Month-to-month,Bank transfer,Yes,Female,1,No,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Yes,1
1393,69,38.42650761707437,4132.374849405032,Month-to-month,Electronic check,Yes,Female,1,No,Yes,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No internet service,Yes,0
1394,3,41.30605510175355,3111.4073433859503,One year,Bank transfer,Yes,Male,1,Yes,No,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,No internet service,0
1395,1,47.106299014036374,4877.336345100494,Month-to-month,Electronic check,Yes,Female,1,No,Yes,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,No,1
1396,58,50.42463114865846,5634.8365667427,Two year,Mailed check,No,Male,1,No,No,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,No,0
1397,38,71.44796421310306,4791.256005509624,Two year,Credit card,No,Female,1,Yes,No,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,No internet service,0
1398,15,91.3457360434044,7369.939021210166,One year,Electronic check,No,Male,0,No,Yes,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Yes,0
1399,34,112.62081744006836,5061.340667392524,Month-to-month,Electronic check,Yes,Female,0,No,Yes,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,No internet service,0
1400,61,28.843758733550246,7040.787629742054,Two year,Electronic check,No,Female,1,Yes,No,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No,Yes,0
1401,35,115.43693622282359,4736.9716377156,Two year,Bank transfer,Yes,Male,1,No,Yes,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,No internet service,0
1402,64,112.13229670968134,2704.468632467987,Two year,Mailed check,No,Male,0,No,Yes,No,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Yes,0
1403,25,25.399929218103892,4305.1448581172435,Two year,Mailed check,Yes,Male,1,No,Yes,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,No,0
1404,24,56.03211376915627,782.0598482476603,Month-to-month,Electronic check,No,Male,0,Yes,No,No,Yes,No,No internet service,No,No,No,Yes,Yes,No,0
1405,12,101.31433902993365,1918.379607776775,Two year,Credit card,No,Female,1,No,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Yes,0
1406,18,81.15765454794011,6153.230131409362,Two year,Credit card,No,Female,0,No,No,No,Yes,No,Yes,No,No internet service,No internet service,No,No internet service,Yes,0
1407,15,97.90939433817704,5325.657324406966,Month-to-month,Electronic check,No,Male,0,No,Yes,No,No,DSL,No,No,Yes,Yes,No internet service,Yes,No internet service,1
1408,27,91.90333387898875,1415.4978132175047,One year,Bank transfer,No,Female,1,No,No,No,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No internet service,No internet service,0
1409,72,69.67701131271636,3560.319892438841,One year,Credit card,No,Female,1,Yes,No,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,No,0
1410,60,24.121804595169955,1221.738426848973,Two year,Mailed check,No,Female,1,Yes,Yes,No,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,No internet service,0
1411,46,78.4268202064501,6860.961065354395,One year,Credit card,No,Male,0,Yes,Yes,No,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,0
